requestedUrl,finalUrl,category,name,title,type,score
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","image-alt","Image elements do not have `[alt]` attributes","binary","0"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","input-image-alt","`<input type=""image"">` elements have `[alt]` text","notApplicable","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","label","Form elements do not have associated labels","binary","0"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","link-name","Links do not have a discernible name","binary","0"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","list","Lists contain only `<li>` elements and script supporting elements (`<script>` and `<template>`).","binary","1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","listitem","List items (`<li>`) are contained within `<ul>` or `<ol>` parent elements","binary","1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","meta-refresh","The document does not use `<meta http-equiv=""refresh"">`","notApplicable","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","meta-viewport","`[user-scalable=""no""]` is not used in the `<meta name=""viewport"">` element and the `[maximum-scale]` attribute is not less than 5.","binary","1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","object-alt","`<object>` elements have `[alt]` text","notApplicable","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","tabindex","No element has a `[tabindex]` value greater than 0","notApplicable","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","td-headers-attr","Cells in a `<table>` element that use the `[headers]` attribute refer to table cells within the same table.","notApplicable","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","th-has-data-cells","`<th>` elements and elements with `[role=""columnheader""/""rowheader""]` have data cells they describe.","notApplicable","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","valid-lang","`[lang]` attributes have a valid value","notApplicable","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","video-caption","`<video>` elements contain a `<track>` element with `[kind=""captions""]`","notApplicable","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","logical-tab-order","The page has a logical tab order","manual","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","focusable-controls","Interactive controls are keyboard focusable","manual","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","interactive-element-affordance","Interactive elements indicate their purpose and state","manual","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","managed-focus","The user's focus is directed to new content added to the page","manual","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","focus-traps","User focus is not accidentally trapped in a region","manual","-1"
"https://mautech.edu.ng/new/","https://mautech.edu.ng/new/index.php/en/","Accessibility","custom-controls-labels","Custom controls have associated labels","manual","-1"
